module_code,course_title,industry,industry_others,occupation,other_occupations_title
EC2102,Understanding the Universe,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,"Others, please provide job title and description",
NM2102,Construction Technology,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,"Others, please provide job title and description",
EG1109,Computer Organisation,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,"Others, please provide job title and description",SOCIAL WORKER
EG1112,"Samurai, Geisha, Yakuza as Self or Other","Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,"Others, please provide job title and description",SOCIAL WORKER
EC3102,Manufacturing Processes,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,"Others, please provide job title and description",SOCIAL WORKER
FAS1101,Financial Economics I,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,"Others, please provide job title and description",SOCIAL WORKER
CM2101,Chinese Language: Its Past and Present,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,"Others, please provide job title and description",SOCIAL WORKER
MDG5771,Logic,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,"Others, please provide job title and description",SOCIAL WORKER
NCC1001,Social Work: A Heart-Head-Hand Connection,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,"Others, please provide job title and description",SOCIAL WORKER
LSM4243,Enterprise Systems Server-side Design and Development,Society & Community,,"Others, please provide job title and description",
EC2102,Understanding the Universe,Society & Community,,"Others, please provide job title and description",
TG1401,Mechanical Systems Design II,Society & Community,,"Others, please provide job title and description",
ME2114,Law Of Torts,Society & Community,,"Others, please provide job title and description",
MUT1122,Computer Communication Networks I,Society & Community,,"Others, please provide job title and description",
MA3220,Introduction to Information Security,Society & Community,,"Others, please provide job title and description",
ME2114,Law Of Torts,Society & Community,,"Others, please provide job title and description",
PF2101,Design for Strategic Communications,Society & Community,,"Others, please provide job title and description",
ME2142,Fundamentals of Physics II,Society & Community,,"Others, please provide job title and description",
CN2122,Chemical Engineering Principles,Society & Community,,"Others, please provide job title and description",
MA1505,Quantitative Reasoning,Society & Community,,"Others, please provide job title and description",
RE2106,Taxation,Society & Community,,"Others, please provide job title and description",
EG2401,Principles of Economics,Society & Community,,"Others, please provide job title and description",
EG1108,Linear Algebra I,Society & Community,,"Others, please provide job title and description",
DP1001,Mathematics I,Society & Community,,"Others, please provide job title and description",
PL1101E,Electrical Engineering,Society & Community,,Embedded Systems Engineer,SOCIAL WORKER
GEK1520,Understand'g Uncertainty & Stats Think'g,Society & Community,,Embedded Systems Engineer,SOCIAL WORKER
EC3303,Bahasa Indonesia 1,Society & Community,,Embedded Systems Engineer,SOCIAL WORKER
ME2101,Forensic Science,Society & Community,,Embedded Systems Engineer,SOCIAL WORKER
ES1102,"Life, the Universe, and Everything",Society & Community,,Embedded Systems Engineer,SOCIAL WORKER
ME2121,Introduction to Computer Networks,Society & Community,,Embedded Systems Engineer,SOCIAL WORKER
LSM2103,Introduction to Politics,Society & Community,,Embedded Systems Engineer,SOCIAL WORKER
LAC2201,Reading Visual Images,Society & Community,,"Others, please provide job title and description",
CS2106,Econometrics I,Society & Community,,"Others, please provide job title and description",
HR2002,HeadStart Module (A Career Development Programme),Society & Community,,"Others, please provide job title and description",
LAF2201,Introduction to Modern Physics,Society & Community,,"Others, please provide job title and description",
MA1511,Differential Equations for Engineering,Society & Community,,"Others, please provide job title and description",
CE2134,Pathology,Society & Community,,"Others, please provide job title and description",
BFS1001,Methods of Social Research,Society & Community,,"Others, please provide job title and description",
DP1001,Mathematics I,Society & Community,,Network/ Infrastructure Architect and Engineer,
ST3131,Chemical Kinetics & Reactor Design,Society & Community,,Network/ Infrastructure Architect and Engineer,
ST1232,Microeconomic Analysis I,Society & Community,,Network/ Infrastructure Architect and Engineer,
LAJ2203,Physical Chemistry 2,Society & Community,,Network/ Infrastructure Architect and Engineer,
PL2131,Molecular Genetics,Society & Community,,Network/ Infrastructure Architect and Engineer,
EE2020,Business Analytics - Models & Decisions,Society & Community,,Network/ Infrastructure Architect and Engineer,
CFG1010,Engineering Professionalism,Society & Community,,Network/ Infrastructure Architect and Engineer,
PR4104,Dynamics of Interpersonal Effectiveness,Society & Community,,Management Executive,SOCIAL WORKER
MA1101R,Making Sense of Society,Society & Community,,Management Executive,SOCIAL WORKER
LAJ2201,Managerial Accounting,Society & Community,,Management Executive,SOCIAL WORKER
ACC1701,Entrepreneurial Marketing,Society & Community,,Management Executive,SOCIAL WORKER
MA1505,Quantitative Reasoning,Society & Community,,Management Executive,SOCIAL WORKER
ACC1006,Personal Development & Career Management,Society & Community,,Management Executive,SOCIAL WORKER
SW1101E,Macro And International Economics,Society & Community,,Management Executive,SOCIAL WORKER
GE2218,Architectural Construction,Society & Community,,"Others, please provide job title and description",RESEARCH ASSISTANT
EG1413,Introduction to Operating Systems,Society & Community,,"Others, please provide job title and description",RESEARCH ASSISTANT
CS1010E,Principles of Marketing,Society & Community,,"Others, please provide job title and description",RESEARCH ASSISTANT
SSB2216,Anatomy and Physiology I,Society & Community,,"Others, please provide job title and description",RESEARCH ASSISTANT
MKT1003,Management And Organisation,Society & Community,,"Others, please provide job title and description",RESEARCH ASSISTANT
ME2114,Law Of Torts,Society & Community,,"Others, please provide job title and description",RESEARCH ASSISTANT
EC3332,An Introduction to Literary Studies,Society & Community,,"Others, please provide job title and description",RESEARCH ASSISTANT
CM1121,Database Systems,Energy,,"Others, please provide job title and description",
EC3303,Bahasa Indonesia 1,Energy,,"Others, please provide job title and description",
PR4106,Cities in Transition,Energy,,"Others, please provide job title and description",
EG2401,Principles of Economics,Energy,,"Others, please provide job title and description",
EC2102,Understanding the Universe,Energy,,"Others, please provide job title and description",
CS1101S,Modern Technology in Medicine and Health,Energy,,"Others, please provide job title and description",
ME3122,Sensors & Actuators,Energy,,"Others, please provide job title and description",
ACC1002X,Roots and Wings - Personal and Interpersonal Effectiveness 1.0,Energy,,"Others, please provide job title and description",
SC2205,Asian Markets And Marketing Management,Energy,,"Others, please provide job title and description",
GEH1049,Strategic Management,Energy,,"Others, please provide job title and description",
CS2102,Mechanics Of Machines,Energy,,"Others, please provide job title and description",
LAJ1201,DOCTORAL SEMINARS,Energy,,"Others, please provide job title and description",
MA1505,Quantitative Reasoning,Energy,,"Others, please provide job title and description",
CH1101E,Management Science,Energy,,"Others, please provide job title and description",
ME2143,Fundamental Pharmacology,Transportation & Storage,,Non Applicable based on skip pattern,
GER1000,Programming Methodology,Transportation & Storage,,Non Applicable based on skip pattern,
SC3101,Ethics In Engineering,Transportation & Storage,,Non Applicable based on skip pattern,
EC2101,The Nature of Language,Transportation & Storage,,Non Applicable based on skip pattern,
ME2135,Digital Fundamentals,Transportation & Storage,,Non Applicable based on skip pattern,
LAF2201,Introduction to Modern Physics,Transportation & Storage,,Non Applicable based on skip pattern,
IE3110,Introduction to Signals and Communications,Transportation & Storage,,Non Applicable based on skip pattern,
MA1505,Quantitative Reasoning,Transportation & Storage,,Non Applicable based on skip pattern,
ST2334,Foundations for Econometrics,Transportation & Storage,,"Others, please provide job title and description",
EC3361,Thai 1,Transportation & Storage,,"Others, please provide job title and description",
MA1505,Quantitative Reasoning,Transportation & Storage,,"Others, please provide job title and description",
EC2102,Understanding the Universe,Transportation & Storage,,"Others, please provide job title and description",
NUR2116,History and Theory of Southeast Asia Architecture,Transportation & Storage,,"Others, please provide job title and description",
ME2113,Money and Banking I,Transportation & Storage,,"Others, please provide job title and description",
GL1101E,Public Finance,Transportation & Storage,,"Others, please provide job title and description",
CE2155,The Sociology of Food,Transportation & Storage,,Pharmacist,
